-9.10062,-32.9555,-34.8268,-4.23131e-17,4.28856e-17,-4.82714e-17,1.65718e-05
-9.72958,-32.8858,-34.7279,-4.78982e-17,4.84678e-17,-3.69557e-17,1.65718e-05
-9.32847,-32.9092,-34.7639,-5.10431e-17,5.93064e-17,-4.10682e-17,1.65718e-05
-9.03686,-33.2329,-34.699,-5.69569e-17,5.58338e-17,-3.67531e-17,1.65718e-05
-10.1369,-32.4009,-32.0834,-4.7776e-17,4.96962e-17,-3.60978e-17,1.65718e-05
-10.5477,-32.3708,-31.4349,-4.93998e-17,5.00896e-17,-3.64329e-17,1.65718e-05
-9.18562,-31.4278,-32.3868,-5.30517e-17,5.29566e-17,-3.85531e-17,1.65718e-05
-9.24612,-32.1099,-33.1913,-5.24273e-17,5.10842e-17,-3.95933e-17,1.65718e-05
-8.79602,-31.3496,-36.3341,-4.58588e-17,5.51168e-17,-3.49897e-17,1.65718e-05
-8.38754,-30.8898,-35.8955,-5.69912e-17,5.46471e-17,-4.23431e-17,1.65718e-05
-7.06764,-28.0248,-30.7596,-5.86819e-17,6.30507e-17,-3.68002e-17,1.65718e-05
-7.61838,-29.2284,-31.7345,-5.80573e-17,5.90854e-17,-3.897e-17,1.65718e-05
-4.73567,-18.4673,-36.0873,-9.03443e-17,4.99341e-17,-4.46414e-17,1.65718e-05
-1.21426,-22.6106,-32.6539,-5.87793e-17,7.35674e-17,-4.10341e-17,1.65718e-05
-2.67525,-18.2642,-34.8383,-8.5554e-17,5.27381e-17,-3.26829e-17,1.65718e-05
-1.27831,-24.1409,-35.9215,-6.50964e-17,7.14294e-17,-3.51899e-17,1.65718e-05
-4.01345,-25.5638,-35.0419,-5.9225e-17,6.79994e-17,-4.17395e-17,1.65718e-05
-2.1487,-26.1134,-34.7834,-5.7424e-17,6.84082e-17,-4.19937e-17,1.65718e-05
-1.21987,-25.6872,-34.3994,-6.40517e-17,7.05212e-17,-3.26398e-17,1.65718e-05
-1.43385,-25.7964,-34.3527,-7.03327e-17,6.91893e-17,-3.2158e-17,1.65718e-05
-1.90845,-25.0057,-35.8843,-6.37406e-17,6.97017e-17,-3.49329e-17,1.65718e-05
-4.46473,-25.781,-35.5838,-5.90965e-17,6.82615e-17,-3.94635e-17,1.65718e-05
-4.24661,-25.0544,-33.0219,-5.70199e-17,7.26419e-17,-4.39964e-17,1.65718e-05
-4.72741,-26.1869,-30.9467,-5.85988e-17,6.56224e-17,-4.05084e-17,1.65718e-05
-6.42156,-26.6585,-32.1707,-5.83404e-17,6.21094e-17,-3.96621e-17,1.65718e-05
-3.45916,-24.9712,-30.5232,-5.73195e-17,6.73299e-17,-3.98734e-17,1.65718e-05
-2.95829,-25.4803,-29.2626,-5.66558e-17,6.59001e-17,-3.89185e-17,1.65718e-05
-6.76865,-28.659,-28.1874,-5.94649e-17,5.81085e-17,-3.80399e-17,1.65718e-05
-2.03773,-25.3634,-27.3126,-5.49493e-17,6.55701e-17,-3.70198e-17,1.65718e-05
-7.34803,-29.2369,-30.3756,-6.00962e-17,5.87825e-17,-3.72974e-17,1.65718e-05
-48.8992,-24.9413,-11.7899,-2.37311e-17,2.50458e-17,-3.39853e-17,1.65718e-05
-48.8045,-23.604,-11.8344,-3.49578e-17,8.50371e-17,-5.30516e-17,1.65718e-05
-49.1061,-23.1746,-11.1107,-3.49575e-17,2.98063e-17,-5.66035e-17,1.65718e-05
-9.45863,-14.0108,-39.6917,-5.3029e-17,3.76492e-17,1.14517e-18,1.65718e-05
-9.20185,-13.9258,-39.5533,-7.19586e-17,4.6399e-17,9.69714e-18,1.65718e-05
-8.80606,-13.5475,-39.6645,-7.42219e-17,5.64816e-17,6.07493e-18,1.65718e-05
-8.10125,-13.9666,-39.3546,-7.78227e-18,1.87762e-17,-3.35608e-18,1.65718e-05
-8.42886,-13.8833,-39.7103,-2.21644e-17,4.00331e-17,-3.58692e-18,1.65718e-05
-7.79459,-13.7517,-39.3248,-5.76413e-18,-6.2212e-18,1.56736e-18,1.65718e-05
-8.38813,-12.9397,-40.4198,-5.39862e-19,5.52219e-17,-9.96722e-18,1.65718e-05
-9.91463,-14.5135,-41.9794,-4.32823e-17,4.42685e-17,-1.81965e-17,1.65718e-05
-7.87988,-16.6822,-38.4892,-7.9811e-17,6.97463e-17,-3.09319e-17,1.65718e-05
-8.97164,-14.813,-36.4149,-6.18681e-17,4.21141e-17,-4.98019e-17,1.65718e-05
-7.40499,-16.2058,-37.5141,-7.77209e-17,7.33435e-17,-2.25359e-17,1.65718e-05
-9.06963,-13.3813,-37.0244,-5.17509e-17,3.03402e-17,-7.78598e-17,1.65718e-05
-9.41111,-13.4678,-37.2455,-4.83426e-17,3.70665e-17,-8.46932e-17,1.65718e-05
6.03398,0.436952,0.260136,-5.92071e-17,6.33287e-17,-7.5094e-18,1.65718e-05
5.99325,0.500704,0.31769,-3.94579e-17,-1.41897e-17,-5.35314e-17,1.65718e-05
6.13876,0.482995,0.298505,-6.36804e-17,-5.22076e-17,-8.60946e-17,1.65718e-05
6.13935,0.524021,0.233573,-1.22409e-16,1.08794e-16,-2.18107e-17,1.65718e-05
6.25239,0.450234,0.201697,-9.18112e-17,7.07749e-17,8.55241e-17,1.65718e-05
6.32942,0.536417,0.331857,-2.69373e-17,4.01606e-17,-3.35768e-17,1.65718e-05
6.20457,0.598398,0.404168,-1.13782e-16,4.49572e-17,-3.07683e-17,1.65718e-05
