-18.1065,-25.4103,-62.421,-1.1073e-16,2.0312e-17,-1.9688e-18,1.65718e-05
-16.0293,-9.01395,3.98436,-5.40586e-17,6.25327e-17,-6.56951e-17,1.65718e-05
-16.8182,-9.16448,4.35241,-5.72862e-17,4.59976e-17,-6.41113e-17,1.65718e-05
-17.1249,-9.3032,4.65051,-1.60114e-17,2.62199e-17,-6.66352e-17,1.65718e-05
-16.6804,-8.37525,4.86803,-3.64468e-17,4.54372e-17,-4.48924e-17,1.65718e-05
-16.9318,-8.37938,4.05431,-4.31675e-17,2.8299e-17,-4.71399e-17,1.65718e-05
-16.8253,-8.38529,3.91057,-2.56438e-17,1.5556e-17,-5.88351e-17,1.65718e-05
-16.7134,-8.30737,4.29427,-3.04814e-17,1.98171e-17,-6.99263e-17,1.65718e-05
-16.446,-8.30737,4.02686,-4.19053e-17,2.99377e-17,-3.10397e-17,1.65718e-05
-16.5617,-8.18104,3.85332,-3.0179e-17,3.31421e-17,-3.94284e-17,1.65718e-05
-16.3575,-8.3115,4.00325,-3.7332e-17,1.89398e-17,-5.83496e-17,1.65718e-05
-16.1485,-8.76662,4.13695,-3.3678e-17,4.46114e-17,-4.60699e-17,1.65718e-05
-16.0467,-8.27549,3.90998,-4.70351e-17,3.44477e-17,-5.64861e-17,1.65718e-05
-16.0514,-8.32094,4.44302,-3.87764e-17,2.78513e-17,-6.27121e-17,1.65718e-05
-16.4747,-8.20997,4.50323,-1.36375e-17,1.83303e-17,-5.88434e-17,1.65718e-05
-16.1695,-7.69464,4.84324,-4.15395e-17,2.8796e-17,-6.39978e-17,1.65718e-05
-16.1854,-7.61259,4.39904,-1.81956e-17,3.08214e-17,-4.26629e-17,1.65718e-05
-15.967,-8.09486,4.37484,-1.46788e-17,1.8343e-17,-2.99951e-17,1.65718e-05
-16.2055,-7.97385,4.3043,-3.96274e-17,3.04397e-17,-7.19802e-17,1.65718e-05
-16.245,-7.90715,4.07763,-2.37022e-17,3.55301e-17,-4.01835e-17,1.65718e-05
-16.2055,-7.95024,4.06936,-4.49674e-17,4.06084e-17,-4.78393e-17,1.65718e-05
-16.2155,-8.05,4.07084,-2.95125e-17,3.91545e-17,-4.845e-17,1.65718e-05
-16.2326,-8.07597,3.84594,-5.31074e-17,2.18734e-17,-4.2716e-17,1.65718e-05
-16.2391,-8.16156,3.97875,-1.93833e-17,2.30069e-17,-6.98751e-17,1.65718e-05
-16.1373,-8.08187,4.02893,-4.05774e-17,2.5173e-17,-4.04112e-17,1.65718e-05
-16.2329,-8.01576,4.04103,-3.58579e-17,1.57728e-17,-5.11217e-17,1.65718e-05
-16.1211,-7.9585,3.91441,-4.60013e-17,1.78198e-17,-4.89326e-17,1.65718e-05
-16.2539,-7.92545,3.99499,-5.15025e-17,2.90433e-17,-6.26719e-17,1.65718e-05
-16.0789,-7.83867,3.98849,-5.1725e-17,4.14429e-17,-5.50145e-17,1.65718e-05
-16.2108,-7.8552,4.00119,-3.67152e-17,2.59645e-17,-4.18556e-17,1.65718e-05
-16.0975,-7.75544,4.27774,-3.83673e-17,2.8237e-17,-4.11624e-17,1.65718e-05
-16.1541,-7.82391,4.10862,-2.80269e-17,1.33155e-17,-5.34655e-17,1.65718e-05
-16.2565,-7.67752,4.30814,-2.63906e-17,1.30368e-17,-4.62727e-17,1.65718e-05
-16.1712,-7.64978,4.20395,-2.16464e-17,2.12078e-17,-4.42451e-17,1.65718e-05
-16.3637,-7.80384,4.06081,-3.34513e-17,4.36564e-17,-3.8143e-17,1.65718e-05
-16.3897,-7.82864,4.16352,-7.16629e-18,2.59762e-17,-3.06247e-17,1.65718e-05
-16.5009,-7.64919,4.19126,-3.50518e-17,2.06296e-17,-4.6361e-17,1.65718e-05
-16.2908,-7.77256,4.0062,-1.51372e-17,4.0797e-17,-4.76369e-17,1.65718e-05
-16.5597,-7.77374,3.79458,-1.81659e-17,3.39682e-17,-4.27232e-17,1.65718e-05
-16.3802,-7.95378,3.80727,-3.55027e-17,4.11943e-17,-5.10056e-17,1.65718e-05
-16.307,-7.9284,4.04457,-2.68136e-17,8.82937e-18,-4.0962e-17,1.65718e-05
-16.2725,-7.9827,3.9519,-2.96714e-17,3.09842e-17,-5.8074e-17,1.65718e-05
-16.2751,-8.06416,4.03513,-1.7628e-17,2.53104e-17,-4.8443e-17,1.65718e-05
-16.3362,-8.14799,3.98967,-3.03177e-17,3.09687e-17,-3.99887e-17,1.65718e-05
-16.5517,-8.1226,3.97374,-3.97678e-17,2.3497e-17,-4.83313e-17,1.65718e-05
-16.423,-8.07302,4.14787,-4.82785e-17,1.63057e-17,-5.18089e-17,1.65718e-05
-16.2669,-8.08778,4.12161,-3.01803e-17,1.05891e-17,-4.0742e-17,1.65718e-05
-16.3191,-7.97149,4.10154,-1.05721e-17,2.9538e-17,-2.82273e-17,1.65718e-05
-16.3439,-8.01989,4.19569,-3.32815e-17,2.56738e-17,-3.54003e-17,1.65718e-05
-16.3173,-7.93548,4.16706,-3.47875e-17,1.09451e-17,-4.68406e-17,1.65718e-05
-16.3173,-7.92249,4.13164,-1.55551e-17,2.17332e-17,-5.29761e-17,1.65718e-05
-16.3291,-7.91423,4.0974,-2.36416e-17,3.77205e-17,-6.25141e-17,1.65718e-05
-16.4481,-7.98329,4.13518,-3.25919e-17,2.17254e-17,-6.23915e-17,1.65718e-05
-16.5113,-7.9892,4.22461,-4.96927e-17,2.59347e-17,-2.57278e-17,1.65718e-05
-16.2657,-7.9951,4.2131,-1.63071e-17,2.10073e-17,-5.01296e-17,1.65718e-05
-16.7429,-8.15802,4.08176,-3.24572e-17,1.70189e-17,-5.25314e-17,1.65718e-05
-16.5992,-7.68519,3.92209,-3.85768e-17,3.14418e-17,-4.156e-17,1.65718e-05
-16.9699,-7.61318,4.12072,-4.2605e-17,2.07347e-17,-4.62398e-17,1.65718e-05
-16.9882,-7.91187,3.96282,-4.82685e-17,5.52061e-17,-5.21103e-17,1.65718e-05
-16.8462,-8.02166,4.80281,-4.00656e-17,1.6037e-17,-6.20556e-17,1.65718e-05
-17.1187,-7.13209,4.05431,-4.32531e-17,4.8059e-17,-4.66352e-17,1.65718e-05
-16.2769,-7.45498,4.02007,-3.65407e-17,1.82704e-17,-2.77254e-17,1.65718e-05
